-2432614931.30295	-1716575526.62746
-2387566506.64919	-1638549366.32621
-2342518081.99544	-1560523206.02496
-2297469657.34168	-1482497045.72371
-2252421232.68792	-1404470885.42246
-2207372808.03416	-1326444725.12122
-2342518081.99544	-1716575526.62746
-2297469657.34168	-1638549366.32621
-2252421232.68792	-1560523206.02496
-2207372808.03416	-1482497045.72371
-2162324383.3804	-1404470885.42246
-2117275958.72664	-1326444725.12122
-2252421232.68792	-1716575526.62746
-2207372808.03416	-1638549366.32621
-2162324383.3804	-1560523206.02496
-2117275958.72664	-1482497045.72371
-2072227534.07289	-1404470885.42246
-2027179109.41913	-1326444725.12122
-2162324383.3804	-1716575526.62746
-2117275958.72664	-1638549366.32621
-2072227534.07289	-1560523206.02496
-2027179109.41913	-1482497045.72371
-1982130684.76537	-1404470885.42246
-1937082260.11161	-1326444725.12122
-2657857054.57175	-1794601686.9287
-2612808629.91799	-1716575526.62745
-2567760205.26423	-1638549366.32621
-2522711780.61047	-1560523206.02496
-2477663355.95671	-1482497045.72371
-2432614931.30295	-1404470885.42246
-2567760205.26423	-1794601686.9287
-2522711780.61047	-1716575526.62745
-2477663355.95671	-1638549366.32621
-2432614931.30295	-1560523206.02496
-2387566506.64919	-1482497045.72371
-2342518081.99544	-1404470885.42246
-2477663355.95671	-1794601686.9287
-2432614931.30295	-1716575526.62745
-2387566506.64919	-1638549366.32621
-2342518081.99544	-1560523206.02496
-2297469657.34168	-1482497045.72371
-2252421232.68792	-1404470885.42246
-2387566506.64919	-1794601686.9287
-2342518081.99544	-1716575526.62745
-2297469657.34168	-1638549366.32621
-2252421232.68792	-1560523206.02496
-2207372808.03416	-1482497045.72371
-2162324383.3804	-1404470885.42246
-2297469657.34168	-1794601686.9287
-2252421232.68792	-1716575526.62745
-2207372808.03416	-1638549366.32621
-2162324383.3804	-1560523206.02496
-2117275958.72664	-1482497045.72371
-2072227534.07289	-1404470885.42246
-2207372808.03416	-1794601686.9287
-2162324383.3804	-1716575526.62745
-2117275958.72664	-1638549366.32621
-2072227534.07289	-1560523206.02496
-2027179109.41913	-1482497045.72371
-1982130684.76537	-1404470885.42246
-2522711780.61047	-1404470885.42246
-2477663355.95671	-1326444725.12122
-2432614931.30295	-1248418564.81997
-2387566506.64919	-1170392404.51872
-2342518081.99544	-1092366244.21747
-2297469657.34168	-1014340083.91622
-2432614931.30295	-1404470885.42246
-2387566506.64919	-1326444725.12122
-2342518081.99544	-1248418564.81997
-2297469657.34168	-1170392404.51872
-2252421232.68792	-1092366244.21747
-2207372808.03416	-1014340083.91622
-2342518081.99544	-1404470885.42246
-2297469657.34168	-1326444725.12122
-2252421232.68792	-1248418564.81997
-2207372808.03416	-1170392404.51872
-2162324383.3804	-1092366244.21747
-2117275958.72664	-1014340083.91622
-2252421232.68792	-1404470885.42246
-2207372808.03416	-1326444725.12122
-2162324383.3804	-1248418564.81997
-2117275958.72664	-1170392404.51872
-2072227534.07289	-1092366244.21747
-2027179109.41913	-1014340083.91622
-2162324383.3804	-1404470885.42246
-2117275958.72664	-1326444725.12122
-2072227534.07289	-1248418564.81997
-2027179109.41913	-1170392404.51872
-1982130684.76537	-1092366244.21747
-1937082260.11161	-1014340083.91622
-2072227534.07289	-1404470885.42246
-2027179109.41913	-1326444725.12122
-1982130684.76537	-1248418564.81997
-1937082260.11161	-1170392404.51872
-1892033835.45785	-1092366244.21747
-1846985410.80409	-1014340083.91622
-2567760205.26423	-1482497045.72371
-2522711780.61047	-1404470885.42246
-2477663355.95671	-1326444725.12122
-2432614931.30295	-1248418564.81997
-2387566506.6492	-1170392404.51872
-2342518081.99544	-1092366244.21747
-2477663355.95671	-1482497045.72371
-2432614931.30295	-1404470885.42246
-2387566506.6492	-1326444725.12122
-2342518081.99544	-1248418564.81997
-2297469657.34168	-1170392404.51872
-2252421232.68792	-1092366244.21747
-2387566506.6492	-1482497045.72371
-2342518081.99544	-1404470885.42246
-2297469657.34168	-1326444725.12122
-2252421232.68792	-1248418564.81997
-2207372808.03416	-1170392404.51872
-2162324383.3804	-1092366244.21747
-2297469657.34168	-1482497045.72371
-2252421232.68792	-1404470885.42246
-2207372808.03416	-1326444725.12122
-2162324383.3804	-1248418564.81997
-2117275958.72664	-1170392404.51872
-2072227534.07289	-1092366244.21747
-2207372808.03416	-1482497045.72371
-2162324383.3804	-1404470885.42246
-2117275958.72664	-1326444725.12122
-2072227534.07289	-1248418564.81997
-2027179109.41913	-1170392404.51872
-1982130684.76537	-1092366244.21747
-2117275958.72664	-1482497045.72371
-2072227534.07289	-1404470885.42246
-2027179109.41913	-1326444725.12122
-1982130684.76537	-1248418564.81997
-1937082260.11161	-1170392404.51872
-1892033835.45785	-1092366244.21747
-2612808629.91799	-1560523206.02496
-2567760205.26423	-1482497045.72371
-2522711780.61047	-1404470885.42246
-2477663355.95671	-1326444725.12122
-2432614931.30295	-1248418564.81997
-2387566506.64919	-1170392404.51872
-2522711780.61047	-1560523206.02496
-2477663355.95671	-1482497045.72371
-2432614931.30295	-1404470885.42246
-2387566506.64919	-1326444725.12122
-2342518081.99544	-1248418564.81997
-2297469657.34168	-1170392404.51872
-2432614931.30295	-1560523206.02496
-2387566506.64919	-1482497045.72371
-2342518081.99544	-1404470885.42246
-2297469657.34168	-1326444725.12122
-2252421232.68792	-1248418564.81997
-2207372808.03416	-1170392404.51872
-2342518081.99544	-1560523206.02496
-2297469657.34168	-1482497045.72371
-2252421232.68792	-1404470885.42246
-2207372808.03416	-1326444725.12122
-2162324383.3804	-1248418564.81997
-2117275958.72664	-1170392404.51872
-2252421232.68792	-1560523206.02496
-2207372808.03416	-1482497045.72371
-2162324383.3804	-1404470885.42246
-2117275958.72664	-1326444725.12122
-2072227534.07289	-1248418564.81997
-2027179109.41913	-1170392404.51872
-2162324383.3804	-1560523206.02496
-2117275958.72664	-1482497045.72371
-2072227534.07289	-1404470885.42246
-2027179109.41913	-1326444725.12122
-1982130684.76537	-1248418564.81997
-1937082260.11161	-1170392404.51872
-2657857054.57175	-1638549366.32621
-2612808629.91799	-1560523206.02496
-2567760205.26423	-1482497045.72371
-2522711780.61047	-1404470885.42246
-2477663355.95671	-1326444725.12122
-2432614931.30295	-1248418564.81997
-2567760205.26423	-1638549366.32621
-2522711780.61047	-1560523206.02496
-2477663355.95671	-1482497045.72371
-2432614931.30295	-1404470885.42246
-2387566506.64919	-1326444725.12122
-2342518081.99544	-1248418564.81997
-2477663355.95671	-1638549366.32621
-2432614931.30295	-1560523206.02496
-2387566506.64919	-1482497045.72371
-2342518081.99544	-1404470885.42246
-2297469657.34168	-1326444725.12122
-2252421232.68792	-1248418564.81997
-2387566506.64919	-1638549366.32621
-2342518081.99544	-1560523206.02496
-2297469657.34168	-1482497045.72371
-2252421232.68792	-1404470885.42246
-2207372808.03416	-1326444725.12122
-2162324383.3804	-1248418564.81997
-2297469657.34168	-1638549366.32621
-2252421232.68792	-1560523206.02496
-2207372808.03416	-1482497045.72371
-2162324383.3804	-1404470885.42246
-2117275958.72664	-1326444725.12122
-2072227534.07289	-1248418564.81997
-2207372808.03416	-1638549366.32621
-2162324383.3804	-1560523206.02496
-2117275958.72664	-1482497045.72371
-2072227534.07289	-1404470885.42246
-2027179109.41913	-1326444725.12122
-1982130684.76537	-1248418564.81997
-2702905479.2255	-1716575526.62746
-2657857054.57175	-1638549366.32621
-2612808629.91799	-1560523206.02496
-2567760205.26423	-1482497045.72371
-2522711780.61047	-1404470885.42246
-2477663355.95671	-1326444725.12122
-2612808629.91799	-1716575526.62746
-2567760205.26423	-1638549366.32621
-2522711780.61047	-1560523206.02496
-2477663355.95671	-1482497045.72371
-2432614931.30295	-1404470885.42246
-2387566506.64919	-1326444725.12122
-2522711780.61047	-1716575526.62746
-2477663355.95671	-1638549366.32621
-2432614931.30295	-1560523206.02496
-2387566506.64919	-1482497045.72371
-2342518081.99544	-1404470885.42246
-2297469657.34168	-1326444725.12122
-2432614931.30295	-1716575526.62746
-2387566506.64919	-1638549366.32621
-2342518081.99544	-1560523206.02496
-2297469657.34168	-1482497045.72371
-2252421232.68792	-1404470885.42246
-2207372808.03416	-1326444725.12122
-2342518081.99544	-1716575526.62746
-2297469657.34168	-1638549366.32621
-2252421232.68792	-1560523206.02496
-2207372808.03416	-1482497045.72371
-2162324383.3804	-1404470885.42246
-2117275958.72664	-1326444725.12122
-2252421232.68792	-1716575526.62746
-2207372808.03416	-1638549366.32621
-2162324383.3804	-1560523206.02496
-2117275958.72664	-1482497045.72371
-2072227534.07289	-1404470885.42246
-2027179109.41913	-1326444725.12122
-2747953903.87926	-1794601686.9287
-2702905479.2255	-1716575526.62745
-2657857054.57175	-1638549366.32621
-2612808629.91799	-1560523206.02496
-2567760205.26423	-1482497045.72371
-2522711780.61047	-1404470885.42246
-2657857054.57175	-1794601686.9287
-2612808629.91799	-1716575526.62745
-2567760205.26423	-1638549366.32621
-2522711780.61047	-1560523206.02496
-2477663355.95671	-1482497045.72371
-2432614931.30295	-1404470885.42246
-2567760205.26423	-1794601686.9287
-2522711780.61047	-1716575526.62745
-2477663355.95671	-1638549366.32621
-2432614931.30295	-1560523206.02496
-2387566506.6492	-1482497045.72371
-2342518081.99544	-1404470885.42246
-2477663355.95671	-1794601686.9287
-2432614931.30295	-1716575526.62745
-2387566506.6492	-1638549366.32621
-2342518081.99544	-1560523206.02496
-2297469657.34168	-1482497045.72371
-2252421232.68792	-1404470885.42246
-2387566506.6492	-1794601686.9287
-2342518081.99544	-1716575526.62745
-2297469657.34168	-1638549366.32621
-2252421232.68792	-1560523206.02496
-2207372808.03416	-1482497045.72371
-2162324383.3804	-1404470885.42246
-2297469657.34168	-1794601686.9287
-2252421232.68792	-1716575526.62745
-2207372808.03416	-1638549366.32621
-2162324383.3804	-1560523206.02496
-2117275958.72664	-1482497045.72371
-2072227534.07289	-1404470885.42246
-2612808629.91799	-1404470885.42246
-2567760205.26423	-1326444725.12122
-2522711780.61047	-1248418564.81997
-2477663355.95671	-1170392404.51872
-2432614931.30295	-1092366244.21747
-2387566506.64919	-1014340083.91622
-2522711780.61047	-1404470885.42246
-2477663355.95671	-1326444725.12122
-2432614931.30295	-1248418564.81997
-2387566506.64919	-1170392404.51872
-2342518081.99544	-1092366244.21747
-2297469657.34168	-1014340083.91622
-2432614931.30295	-1404470885.42246
-2387566506.64919	-1326444725.12122
-2342518081.99544	-1248418564.81997
-2297469657.34168	-1170392404.51872
-2252421232.68792	-1092366244.21747
-2207372808.03416	-1014340083.91622
-2342518081.99544	-1404470885.42246
-2297469657.34168	-1326444725.12122
-2252421232.68792	-1248418564.81997
-2207372808.03416	-1170392404.51872
-2162324383.3804	-1092366244.21747
-2117275958.72664	-1014340083.91622
-2252421232.68792	-1404470885.42246
-2207372808.03416	-1326444725.12122
-2162324383.3804	-1248418564.81997
-2117275958.72664	-1170392404.51872
-2072227534.07289	-1092366244.21747
-2027179109.41913	-1014340083.91622
-2162324383.3804	-1404470885.42246
-2117275958.72664	-1326444725.12122
-2072227534.07289	-1248418564.81997
-2027179109.41913	-1170392404.51872
-1982130684.76537	-1092366244.21747
-1937082260.11161	-1014340083.91622
-2657857054.57175	-1482497045.72371
-2612808629.91799	-1404470885.42246
-2567760205.26423	-1326444725.12122
-2522711780.61047	-1248418564.81997
-2477663355.95671	-1170392404.51872
-2432614931.30295	-1092366244.21747
-2567760205.26423	-1482497045.72371
-2522711780.61047	-1404470885.42246
-2477663355.95671	-1326444725.12122
-2432614931.30295	-1248418564.81997
-2387566506.64919	-1170392404.51872
-2342518081.99544	-1092366244.21747
-2477663355.95671	-1482497045.72371
-2432614931.30295	-1404470885.42246
-2387566506.64919	-1326444725.12122
-2342518081.99544	-1248418564.81997
-2297469657.34168	-1170392404.51872
-2252421232.68792	-1092366244.21747
-2387566506.64919	-1482497045.72371
-2342518081.99544	-1404470885.42246
-2297469657.34168	-1326444725.12122
-2252421232.68792	-1248418564.81997
-2207372808.03416	-1170392404.51872
-2162324383.3804	-1092366244.21747
-2297469657.34168	-1482497045.72371
-2252421232.68792	-1404470885.42246
-2207372808.03416	-1326444725.12122
-2162324383.3804	-1248418564.81997
-2117275958.72664	-1170392404.51872
-2072227534.07289	-1092366244.21747
-2207372808.03416	-1482497045.72371
-2162324383.3804	-1404470885.42246
-2117275958.72664	-1326444725.12122
-2072227534.07289	-1248418564.81997
-2027179109.41913	-1170392404.51872
-1982130684.76537	-1092366244.21747
-2702905479.2255	-1560523206.02496
-2657857054.57175	-1482497045.72371
-2612808629.91799	-1404470885.42246
-2567760205.26423	-1326444725.12122
-2522711780.61047	-1248418564.81997
-2477663355.95671	-1170392404.51872
-2612808629.91799	-1560523206.02496
-2567760205.26423	-1482497045.72371
-2522711780.61047	-1404470885.42246
-2477663355.95671	-1326444725.12122
-2432614931.30295	-1248418564.81997
-2387566506.64919	-1170392404.51872
-2522711780.61047	-1560523206.02496
-2477663355.95671	-1482497045.72371
-2432614931.30295	-1404470885.42246
-2387566506.64919	-1326444725.12122
-2342518081.99544	-1248418564.81997
-2297469657.34168	-1170392404.51872
-2432614931.30295	-1560523206.02496
-2387566506.64919	-1482497045.72371
-2342518081.99544	-1404470885.42246
-2297469657.34168	-1326444725.12122
-2252421232.68792	-1248418564.81997
-2207372808.03416	-1170392404.51872
-2342518081.99544	-1560523206.02496
-2297469657.34168	-1482497045.72371
-2252421232.68792	-1404470885.42246
-2207372808.03416	-1326444725.12122
-2162324383.3804	-1248418564.81997
-2117275958.72664	-1170392404.51872
-2252421232.68792	-1560523206.02496
-2207372808.03416	-1482497045.72371
-2162324383.3804	-1404470885.42246
-2117275958.72664	-1326444725.12122
-2072227534.07289	-1248418564.81997
-2027179109.41913	-1170392404.51872
-2747953903.87926	-1638549366.32621
-2702905479.2255	-1560523206.02496
-2657857054.57175	-1482497045.72371
-2612808629.91799	-1404470885.42246
-2567760205.26423	-1326444725.12122
-2522711780.61047	-1248418564.81997
-2657857054.57175	-1638549366.32621
-2612808629.91799	-1560523206.02496
-2567760205.26423	-1482497045.72371
-2522711780.61047	-1404470885.42246
-2477663355.95671	-1326444725.12122
-2432614931.30295	-1248418564.81997
-2567760205.26423	-1638549366.32621
-2522711780.61047	-1560523206.02496
-2477663355.95671	-1482497045.72371
-2432614931.30295	-1404470885.42246
-2387566506.6492	-1326444725.12122
-2342518081.99544	-1248418564.81997
-2477663355.95671	-1638549366.32621
-2432614931.30295	-1560523206.02496
-2387566506.6492	-1482497045.72371
-2342518081.99544	-1404470885.42246
-2297469657.34168	-1326444725.12122
-2252421232.68792	-1248418564.81997
-2387566506.6492	-1638549366.32621
-2342518081.99544	-1560523206.02496
-2297469657.34168	-1482497045.72371
-2252421232.68792	-1404470885.42246
-2207372808.03416	-1326444725.12122
-2162324383.3804	-1248418564.81997
-2297469657.34168	-1638549366.32621
-2252421232.68792	-1560523206.02496
-2207372808.03416	-1482497045.72371
-2162324383.3804	-1404470885.42246
-2117275958.72664	-1326444725.12122
-2072227534.07289	-1248418564.81997
-2793002328.53302	-1716575526.62746
-2747953903.87926	-1638549366.32621
-2702905479.2255	-1560523206.02496
-2657857054.57174	-1482497045.72371
-2612808629.91799	-1404470885.42246
-2567760205.26423	-1326444725.12122
-2702905479.2255	-1716575526.62746
-2657857054.57174	-1638549366.32621
-2612808629.91799	-1560523206.02496
-2567760205.26423	-1482497045.72371
-2522711780.61047	-1404470885.42246
-2477663355.95671	-1326444725.12122
-2612808629.91799	-1716575526.62746
-2567760205.26423	-1638549366.32621
-2522711780.61047	-1560523206.02496
-2477663355.95671	-1482497045.72371
-2432614931.30295	-1404470885.42246
-2387566506.64919	-1326444725.12122
-2522711780.61047	-1716575526.62746
-2477663355.95671	-1638549366.32621
-2432614931.30295	-1560523206.02496
-2387566506.64919	-1482497045.72371
-2342518081.99544	-1404470885.42246
-2297469657.34168	-1326444725.12122
-2432614931.30295	-1716575526.62746
-2387566506.64919	-1638549366.32621
-2342518081.99544	-1560523206.02496
-2297469657.34168	-1482497045.72371
-2252421232.68792	-1404470885.42246
-2207372808.03416	-1326444725.12122
-2342518081.99544	-1716575526.62746
-2297469657.34168	-1638549366.32621
-2252421232.68792	-1560523206.02496
-2207372808.03416	-1482497045.72371
-2162324383.3804	-1404470885.42246
-2117275958.72664	-1326444725.12122
-2838050753.18678	-1794601686.9287
-2793002328.53302	-1716575526.62745
-2747953903.87926	-1638549366.32621
-2702905479.2255	-1560523206.02496
-2657857054.57175	-1482497045.72371
-2612808629.91799	-1404470885.42246
-2747953903.87926	-1794601686.9287
-2702905479.2255	-1716575526.62745
-2657857054.57175	-1638549366.32621
-2612808629.91799	-1560523206.02496
-2567760205.26423	-1482497045.72371
-2522711780.61047	-1404470885.42246
-2657857054.57175	-1794601686.9287
-2612808629.91799	-1716575526.62745
-2567760205.26423	-1638549366.32621
-2522711780.61047	-1560523206.02496
-2477663355.95671	-1482497045.72371
-2432614931.30295	-1404470885.42246
-2567760205.26423	-1794601686.9287
-2522711780.61047	-1716575526.62745
-2477663355.95671	-1638549366.32621
-2432614931.30295	-1560523206.02496
-2387566506.64919	-1482497045.72371
-2342518081.99544	-1404470885.42246
-2477663355.95671	-1794601686.9287
-2432614931.30295	-1716575526.62745
-2387566506.64919	-1638549366.32621
-2342518081.99544	-1560523206.02496
-2297469657.34168	-1482497045.72371
-2252421232.68792	-1404470885.42246
-2387566506.64919	-1794601686.9287
-2342518081.99544	-1716575526.62745
-2297469657.34168	-1638549366.32621
-2252421232.68792	-1560523206.02496
-2207372808.03416	-1482497045.72371
-2162324383.3804	-1404470885.42246
-2702905479.2255	-1404470885.42246
-2657857054.57175	-1326444725.12122
-2612808629.91799	-1248418564.81997
-2567760205.26423	-1170392404.51872
-2522711780.61047	-1092366244.21747
-2477663355.95671	-1014340083.91622
-2612808629.91799	-1404470885.42246
-2567760205.26423	-1326444725.12122
-2522711780.61047	-1248418564.81997
-2477663355.95671	-1170392404.51872
-2432614931.30295	-1092366244.21747
-2387566506.64919	-1014340083.91622
-2522711780.61047	-1404470885.42246
-2477663355.95671	-1326444725.12122
-2432614931.30295	-1248418564.81997
-2387566506.64919	-1170392404.51872
-2342518081.99544	-1092366244.21747
-2297469657.34168	-1014340083.91622
-2432614931.30295	-1404470885.42246
-2387566506.64919	-1326444725.12122
-2342518081.99544	-1248418564.81997
-2297469657.34168	-1170392404.51872
-2252421232.68792	-1092366244.21747
-2207372808.03416	-1014340083.91622
-2342518081.99544	-1404470885.42246
-2297469657.34168	-1326444725.12122
-2252421232.68792	-1248418564.81997
-2207372808.03416	-1170392404.51872
-2162324383.3804	-1092366244.21747
-2117275958.72664	-1014340083.91622
-2252421232.68792	-1404470885.42246
-2207372808.03416	-1326444725.12122
-2162324383.3804	-1248418564.81997
-2117275958.72664	-1170392404.51872
-2072227534.07289	-1092366244.21747
-2027179109.41913	-1014340083.91622
-2747953903.87926	-1482497045.72371
-2702905479.2255	-1404470885.42246
-2657857054.57175	-1326444725.12122
-2612808629.91799	-1248418564.81997
-2567760205.26423	-1170392404.51872
-2522711780.61047	-1092366244.21747
-2657857054.57175	-1482497045.72371
-2612808629.91799	-1404470885.42246
-2567760205.26423	-1326444725.12122
-2522711780.61047	-1248418564.81997
-2477663355.95671	-1170392404.51872
-2432614931.30295	-1092366244.21747
-2567760205.26423	-1482497045.72371
-2522711780.61047	-1404470885.42246
-2477663355.95671	-1326444725.12122
-2432614931.30295	-1248418564.81997
-2387566506.6492	-1170392404.51872
-2342518081.99544	-1092366244.21747
-2477663355.95671	-1482497045.72371
-2432614931.30295	-1404470885.42246
-2387566506.6492	-1326444725.12122
-2342518081.99544	-1248418564.81997
-2297469657.34168	-1170392404.51872
-2252421232.68792	-1092366244.21747
-2387566506.6492	-1482497045.72371
-2342518081.99544	-1404470885.42246
-2297469657.34168	-1326444725.12122
-2252421232.68792	-1248418564.81997
-2207372808.03416	-1170392404.51872
-2162324383.3804	-1092366244.21747
-2297469657.34168	-1482497045.72371
-2252421232.68792	-1404470885.42246
-2207372808.03416	-1326444725.12122
-2162324383.3804	-1248418564.81997
-2117275958.72664	-1170392404.51872
-2072227534.07289	-1092366244.21747
-2793002328.53302	-1560523206.02496
-2747953903.87926	-1482497045.72371
-2702905479.2255	-1404470885.42246
-2657857054.57174	-1326444725.12122
-2612808629.91799	-1248418564.81997
-2567760205.26423	-1170392404.51872
-2702905479.2255	-1560523206.02496
-2657857054.57174	-1482497045.72371
-2612808629.91799	-1404470885.42246
-2567760205.26423	-1326444725.12122
-2522711780.61047	-1248418564.81997
-2477663355.95671	-1170392404.51872
-2612808629.91799	-1560523206.02496
-2567760205.26423	-1482497045.72371
-2522711780.61047	-1404470885.42246
-2477663355.95671	-1326444725.12122
-2432614931.30295	-1248418564.81997
-2387566506.64919	-1170392404.51872
-2522711780.61047	-1560523206.02496
-2477663355.95671	-1482497045.72371
-2432614931.30295	-1404470885.42246
-2387566506.64919	-1326444725.12122
-2342518081.99544	-1248418564.81997
-2297469657.34168	-1170392404.51872
-2432614931.30295	-1560523206.02496
-2387566506.64919	-1482497045.72371
-2342518081.99544	-1404470885.42246
-2297469657.34168	-1326444725.12122
-2252421232.68792	-1248418564.81997
-2207372808.03416	-1170392404.51872
-2342518081.99544	-1560523206.02496
-2297469657.34168	-1482497045.72371
-2252421232.68792	-1404470885.42246
-2207372808.03416	-1326444725.12122
-2162324383.3804	-1248418564.81997
-2117275958.72664	-1170392404.51872
-2838050753.18678	-1638549366.32621
-2793002328.53302	-1560523206.02496
-2747953903.87926	-1482497045.72371
-2702905479.2255	-1404470885.42246
-2657857054.57175	-1326444725.12122
-2612808629.91799	-1248418564.81997
-2747953903.87926	-1638549366.32621
-2702905479.2255	-1560523206.02496
-2657857054.57175	-1482497045.72371
-2612808629.91799	-1404470885.42246
-2567760205.26423	-1326444725.12122
-2522711780.61047	-1248418564.81997
-2657857054.57175	-1638549366.32621
-2612808629.91799	-1560523206.02496
-2567760205.26423	-1482497045.72371
-2522711780.61047	-1404470885.42246
-2477663355.95671	-1326444725.12122
-2432614931.30295	-1248418564.81997
-2567760205.26423	-1638549366.32621
-2522711780.61047	-1560523206.02496
-2477663355.95671	-1482497045.72371
